Order ID,Order Total,Date,Cashier Name,Payment Method,Customer ID,Role,Cashier Salary,Customer Name,Hour
43,7.35,1/1/23,Sally,cash,547896,cashier,68070.84,Customer43,21:55:54
44,13.38,1/1/23,Suzy,card,756011,cashier,52967.96,Customer44,13:59:09
45,16.14,1/1/23,Sally,check,485373,cashier,68070.84,Customer45,05:18:30
46,10.55,1/1/23,Bob,cash,339629,cashier,61275.29,Customer46,18:29:03
47,21.27,1/1/23,Bob,card,991734,cashier,61275.29,Customer47,08:21:09
48,8.83,1/1/23,Brandon,check,679638,cashier,66810.4,Customer48,18:29:02
49,13.95,1/1/23,Bob,check,833750,cashier,61275.29,Customer49,01:24:06
50,9.68,1/1/23,Bob,card,211925,cashier,61275.29,Customer50,05:59:20
51,9.12,1/1/23,Suzy,cash,770827,cashier,52967.96,Customer51,03:03:07
52,8.09,1/1/23,Suzy,check,142317,cashier,52967.96,Customer52,12:36:11
53,14.18,1/1/23,Bob,card,393946,cashier,61275.29,Customer53,05:33:36
54,11.06,1/1/23,Suzy,card,333589,cashier,52967.96,Customer54,15:10:08
55,16.66,1/1/23,Sally,card,610680,cashier,68070.84,Customer55,13:09:26
56,12.03,1/1/23,Brandon,check,204312,cashier,66810.4,Customer56,22:33:26
57,8.16,1/1/23,Sally,cash,543143,cashier,68070.84,Customer57,02:15:15
58,9.91,1/1/23,Suzy,card,268260,cashier,52967.96,Customer58,05:44:32
59,22.71,1/1/23,Bob,cash,871602,cashier,61275.29,Customer59,09:53:00
60,10.49,1/1/23,Bob,cash,830899,cashier,61275.29,Customer60,15:21:14
61,19.26,1/1/23,Brandon,check,344412,cashier,66810.4,Customer61,09:47:16
62,12.21,1/2/23,Sally,card,679638,cashier,68070.84,Customer62,14:40:25
63,12.7,1/2/23,Bob,card,975631,cashier,61275.29,Customer63,17:38:31
64,20.16,1/2/23,Brandon,check,333589,cashier,66810.4,Customer64,06:58:43
65,15.44,1/2/23,Suzy,check,877397,cashier,52967.96,Customer65,21:16:17
66,19.53,1/2/23,Suzy,check,610227,cashier,52967.96,Customer66,04:27:57
67,11.36,1/2/23,Brandon,check,147793,cashier,66810.4,Customer67,05:29:30
68,8.92,1/2/23,Sally,check,389353,cashier,68070.84,Customer68,12:15:54
69,10.25,1/2/23,Brandon,card,454809,cashier,66810.4,Customer69,10:42:08
70,11.78,1/2/23,Brandon,check,353149,cashier,66810.4,Customer70,15:42:55
71,7.32,1/2/23,Brandon,check,374021,cashier,66810.4,Customer71,14:32:27
72,12.44,1/2/23,Brandon,cash,559138,cashier,66810.4,Customer72,22:57:32
73,12.18,1/2/23,Suzy,check,454797,cashier,52967.96,Customer73,17:40:37
74,23.79,1/2/23,Sally,cash,692381,cashier,68070.84,Customer74,22:00:11
75,19.34,1/2/23,Sally,card,482608,cashier,68070.84,Customer75,02:41:07
76,19.56,1/2/23,Brandon,card,344412,cashier,66810.4,Customer76,12:42:03
77,7.19,1/2/23,Brandon,cash,591837,cashier,66810.4,Customer77,10:08:07
78,16.06,1/2/23,Brandon,cash,284714,cashier,66810.4,Customer78,02:05:51
79,9.07,1/2/23,Sally,cash,692381,cashier,68070.84,Customer79,08:45:09
80,10.49,1/2/23,Sally,card,738981,cashier,68070.84,Customer80,10:24:00
81,9.1,1/2/23,Suzy,card,943974,cashier,52967.96,Customer81,19:35:52
82,9.71,1/2/23,Sally,card,414720,cashier,68070.84,Customer82,11:48:11
83,12.65,1/2/23,Brandon,card,208925,cashier,66810.4,Customer83,09:21:11
84,18.73,1/2/23,Suzy,check,921020,cashier,52967.96,Customer84,21:54:49
85,11.23,1/2/23,Suzy,check,646251,cashier,52967.96,Customer85,12:48:49
86,19.93,1/2/23,Suzy,check,459203,cashier,52967.96,Customer86,00:43:10
87,6.94,1/2/23,Sally,card,899988,cashier,68070.84,Customer87,12:42:12
88,7.98,1/2/23,Sally,cash,760358,cashier,68070.84,Customer88,07:28:11
89,17.41,1/2/23,Bob,cash,644434,cashier,61275.29,Customer89,07:11:29
90,18.25,1/2/23,Sally,check,346466,cashier,68070.84,Customer90,16:43:49
91,7.92,1/2/23,Suzy,check,405247,cashier,52967.96,Customer91,10:34:54
92,7.81,1/2/23,Bob,card,268610,cashier,61275.29,Customer92,01:42:56
93,20.11,1/2/23,Suzy,cash,301291,cashier,52967.96,Customer93,09:34:24
94,18.26,1/2/23,Suzy,cash,166203,cashier,52967.96,Customer94,01:05:09
95,10.16,1/2/23,Bob,check,993616,cashier,61275.29,Customer95,02:32:23
96,11.95,1/2/23,Suzy,card,598120,cashier,52967.96,Customer96,02:38:05
97,12.53,1/2/23,Suzy,card,699426,cashier,52967.96,Customer97,10:33:58
98,14.75,1/2/23,Suzy,cash,194334,cashier,52967.96,Customer98,00:17:36
99,10.21,1/2/23,Sally,check,983657,cashier,68070.84,Customer99,10:43:33
100,7.49,1/2/23,Sally,cash,912303,cashier,68070.84,Customer100,06:08:21
101,6.53,1/2/23,Bob,card,333589,cashier,61275.29,Customer101,05:28:50
102,9.43,1/2/23,Brandon,card,841353,cashier,66810.4,Customer102,06:08:54
103,8.04,1/2/23,Sally,card,223478,cashier,68070.84,Customer103,00:04:41
104,9.34,1/2/23,Suzy,check,991734,cashier,52967.96,Customer104,20:46:45
105,9.42,1/2/23,Suzy,cash,374021,cashier,52967.96,Customer105,22:15:12
106,18.82,1/2/23,Suzy,card,610192,cashier,52967.96,Customer106,05:55:43
107,14.59,1/2/23,Suzy,check,474911,cashier,52967.96,Customer107,08:15:44
108,11.94,1/2/23,Suzy,cash,413071,cashier,52967.96,Customer108,00:12:00
109,19.68,1/2/23,Brandon,check,608586,cashier,66810.4,Customer109,18:57:30
110,17.36,1/2/23,Bob,card,710888,cashier,61275.29,Customer110,18:46:38
111,7.09,1/2/23,Bob,check,339629,cashier,61275.29,Customer111,08:19:59
112,9.28,1/2/23,Sally,check,472492,cashier,68070.84,Customer112,12:26:55
113,16.02,1/2/23,Sally,cash,653388,cashier,68070.84,Customer113,15:07:34
114,18.33,1/2/23,Suzy,cash,993616,cashier,52967.96,Customer114,02:10:18
115,10.58,1/2/23,Bob,check,194334,cashier,61275.29,Customer115,23:38:00
116,10.11,1/2/23,Bob,cash,500527,cashier,61275.29,Customer116,21:48:05
117,8.28,1/2/23,Brandon,check,258634,cashier,66810.4,Customer117,15:01:13
118,11.66,1/2/23,Sally,check,211925,cashier,68070.84,Customer118,19:37:54
119,11.06,1/2/23,Brandon,cash,483127,cashier,66810.4,Customer119,20:06:20
120,10.05,1/2/23,Suzy,cash,485193,cashier,52967.96,Customer120,10:06:05
121,23.25,1/2/23,Sally,cash,344412,cashier,68070.84,Customer121,08:07:24
122,13.6,1/2/23,Sally,cash,187323,cashier,68070.84,Customer122,21:57:08
123,14.79,1/2/23,Suzy,card,474697,cashier,52967.96,Customer123,17:57:34
124,14.68,1/2/23,Suzy,check,818994,cashier,52967.96,Customer124,09:42:30
125,12.84,1/2/23,Sally,check,371347,cashier,68070.84,Customer125,04:34:53
126,17.06,1/2/23,Bob,check,463225,cashier,61275.29,Customer126,18:17:53
127,15.43,1/2/23,Sally,cash,785223,cashier,68070.84,Customer127,10:40:08
128,18.89,1/2/23,Sally,check,194334,cashier,68070.84,Customer128,21:02:32
129,12.29,1/2/23,Suzy,card,331497,cashier,52967.96,Customer129,06:17:04
130,15.18,1/2/23,Brandon,card,461057,cashier,66810.4,Customer130,11:56:49
131,17.26,1/2/23,Bob,card,728349,cashier,61275.29,Customer131,08:27:52
132,17.44,1/2/23,Brandon,cash,746165,cashier,66810.4,Customer132,03:27:38
133,22.08,1/2/23,Suzy,cash,480798,cashier,52967.96,Customer133,17:07:55
134,11.28,1/2/23,Suzy,cash,755112,cashier,52967.96,Customer134,10:19:44
135,11.44,1/2/23,Brandon,check,537205,cashier,66810.4,Customer135,19:35:54
136,12.68,1/2/23,Suzy,card,192323,cashier,52967.96,Customer136,19:13:29
137,10.25,1/2/23,Brandon,check,897713,cashier,66810.4,Customer137,23:01:01
138,15.07,1/3/23,Sally,card,411282,cashier,68070.84,Customer138,09:39:15
139,10.78,1/3/23,Bob,check,611479,cashier,61275.29,Customer139,15:59:37
140,20.97,1/3/23,Bob,check,278950,cashier,61275.29,Customer140,05:21:03
141,23.94,1/3/23,Suzy,card,432692,cashier,52967.96,Customer141,09:43:40
142,10.06,1/3/23,Suzy,cash,405247,cashier,52967.96,Customer142,18:24:35
143,20.37,1/3/23,Bob,cash,192323,cashier,61275.29,Customer143,15:37:21
144,7.94,1/3/23,Brandon,cash,377495,cashier,66810.4,Customer144,16:46:13
145,11.26,1/3/23,Bob,card,164992,cashier,61275.29,Customer145,08:14:12
146,12.3,1/3/23,Suzy,cash,537205,cashier,52967.96,Customer146,13:53:55
147,8.66,1/3/23,Sally,cash,268610,cashier,68070.84,Customer147,05:27:06
148,7.52,1/3/23,Bob,card,301291,cashier,61275.29,Customer148,07:56:09
149,17.39,1/3/23,Brandon,check,194632,cashier,66810.4,Customer149,22:23:09
150,13.85,1/3/23,Suzy,check,268610,cashier,52967.96,Customer150,20:40:57
151,14.06,1/3/23,Sally,card,721631,cashier,68070.84,Customer151,09:49:10
152,8.71,1/3/23,Suzy,card,412405,cashier,52967.96,Customer152,07:56:09
153,9.67,1/3/23,Brandon,check,772568,cashier,66810.4,Customer153,10:16:10
154,6.65,1/3/23,Suzy,cash,517435,cashier,52967.96,Customer154,04:37:01
155,16.81,1/3/23,Suzy,cash,981810,cashier,52967.96,Customer155,02:36:16
156,12.45,1/3/23,Suzy,cash,462071,cashier,52967.96,Customer156,14:17:03
157,11.36,1/3/23,Suzy,card,227060,cashier,52967.96,Customer157,23:43:36
158,8.28,1/3/23,Sally,card,461057,cashier,68070.84,Customer158,07:51:48
159,10.66,1/3/23,Bob,cash,301291,cashier,61275.29,Customer159,05:25:52
160,11.25,1/3/23,Sally,card,286866,cashier,68070.84,Customer160,09:34:37
161,9.81,1/3/23,Brandon,check,543143,cashier,66810.4,Customer161,05:53:15
162,9.53,1/3/23,Suzy,card,805733,cashier,52967.96,Customer162,05:41:28
163,9.06,1/3/23,Brandon,cash,208925,cashier,66810.4,Customer163,02:59:44
164,20.08,1/3/23,Sally,card,785552,cashier,68070.84,Customer164,23:26:49
165,9.67,1/3/23,Brandon,card,986362,cashier,66810.4,Customer165,17:33:51
166,11.82,1/3/23,Sally,cash,644434,cashier,68070.84,Customer166,19:40:58
167,7.71,1/3/23,Bob,check,611479,cashier,61275.29,Customer167,22:48:04
168,8.39,1/3/23,Sally,cash,411228,cashier,68070.84,Customer168,22:44:45
169,7.59,1/3/23,Brandon,cash,412405,cashier,66810.4,Customer169,13:29:34
170,8.03,1/3/23,Bob,check,614344,cashier,61275.29,Customer170,01:19:13
171,15.07,1/3/23,Bob,card,215460,cashier,61275.29,Customer171,04:21:28
172,7.73,1/3/23,Brandon,card,825364,cashier,66810.4,Customer172,05:21:23
173,11.81,1/3/23,Bob,cash,241364,cashier,61275.29,Customer173,15:20:22
174,7.64,1/3/23,Bob,cash,877884,cashier,61275.29,Customer174,17:01:06
175,13.12,1/3/23,Brandon,cash,278950,cashier,66810.4,Customer175,08:59:49
176,8.55,1/3/23,Brandon,cash,790245,cashier,66810.4,Customer176,19:01:02
177,7.71,1/3/23,Bob,cash,795487,cashier,61275.29,Customer177,13:59:07
178,8.65,1/3/23,Brandon,cash,474911,cashier,66810.4,Customer178,11:02:01
179,20.33,1/3/23,Suzy,card,890505,cashier,52967.96,Customer179,01:42:31
180,17.21,1/3/23,Sally,check,349987,cashier,68070.84,Customer180,10:12:06
181,7.34,1/3/23,Sally,check,754896,cashier,68070.84,Customer181,05:32:33
182,9.56,1/3/23,Suzy,card,856840,cashier,52967.96,Customer182,16:13:12
183,9.61,1/3/23,Sally,card,422172,cashier,68070.84,Customer183,10:01:58
184,20.22,1/3/23,Bob,check,544546,cashier,61275.29,Customer184,07:27:45
185,7.63,1/3/23,Sally,card,390409,cashier,68070.84,Customer185,06:56:34
186,17.46,1/3/23,Sally,card,672580,cashier,68070.84,Customer186,12:31:04
187,19.41,1/3/23,Suzy,cash,679123,cashier,52967.96,Customer187,10:27:34
188,18.11,1/3/23,Brandon,check,356722,cashier,66810.4,Customer188,08:46:12
189,16.58,1/3/23,Bob,card,508809,cashier,61275.29,Customer189,05:06:05
190,10.2,1/3/23,Bob,cash,405247,cashier,61275.29,Customer190,02:48:29
191,18.57,1/3/23,Brandon,card,434428,cashier,66810.4,Customer191,09:27:06
192,15.55,1/3/23,Brandon,cash,111719,cashier,66810.4,Customer192,08:52:17
193,15.1,1/3/23,Bob,cash,653388,cashier,61275.29,Customer193,12:11:52
194,20.58,1/3/23,Suzy,cash,998853,cashier,52967.96,Customer194,09:11:47
195,8.25,1/3/23,Brandon,card,194199,cashier,66810.4,Customer195,13:50:09
196,15.65,1/3/23,Brandon,check,610680,cashier,66810.4,Customer196,21:32:39
197,18.43,1/3/23,Brandon,check,598120,cashier,66810.4,Customer197,05:36:23
198,21.68,1/3/23,Suzy,card,608586,cashier,52967.96,Customer198,05:36:14
199,16.6,1/3/23,Bob,card,485193,cashier,61275.29,Customer199,00:52:00
200,9.77,1/3/23,Brandon,cash,833750,cashier,66810.4,Customer200,11:49:00
201,8.98,1/3/23,Bob,check,756011,cashier,61275.29,Customer201,20:44:36
202,15.69,1/3/23,Suzy,check,194632,cashier,52967.96,Customer202,20:19:38
203,11.69,1/3/23,Suzy,check,934607,cashier,52967.96,Customer203,16:56:59
204,16.16,1/3/23,Bob,check,754896,cashier,61275.29,Customer204,08:56:22
205,10.26,1/3/23,Suzy,cash,574095,cashier,52967.96,Customer205,18:24:59
206,6.98,1/3/23,Brandon,cash,393946,cashier,66810.4,Customer206,07:23:52
207,13.38,1/3/23,Sally,cash,166203,cashier,68070.84,Customer207,01:31:14
208,16.51,1/3/23,Bob,card,772568,cashier,61275.29,Customer208,06:59:42
209,14.38,1/3/23,Brandon,card,371350,cashier,66810.4,Customer209,10:41:19
210,18.29,1/3/23,Brandon,check,194334,cashier,66810.4,Customer210,09:00:16
211,20.62,1/3/23,Bob,card,492908,cashier,61275.29,Customer211,18:43:57
212,8.0,1/3/23,Sally,card,856840,cashier,68070.84,Customer212,14:19:17
213,13.0,1/3/23,Bob,card,474911,cashier,61275.29,Customer213,08:27:42
214,7.14,1/3/23,Bob,cash,818994,cashier,61275.29,Customer214,23:29:20
215,16.0,1/3/23,Bob,cash,608586,cashier,61275.29,Customer215,02:34:27
216,10.55,1/3/23,Brandon,cash,871602,cashier,66810.4,Customer216,15:56:17
217,22.52,1/3/23,Sally,check,785552,cashier,68070.84,Customer217,01:39:46
218,8.76,1/3/23,Brandon,check,340398,cashier,66810.4,Customer218,11:18:20
219,15.86,1/3/23,Bob,check,181961,cashier,61275.29,Customer219,01:56:59
220,12.16,1/3/23,Suzy,card,559138,cashier,52967.96,Customer220,03:09:43
221,7.26,1/3/23,Brandon,cash,675989,cashier,66810.4,Customer221,17:14:16
222,8.74,1/3/23,Suzy,cash,975631,cashier,52967.96,Customer222,01:02:15
223,13.01,1/3/23,Suzy,cash,591837,cashier,52967.96,Customer223,03:25:51
224,9.91,1/3/23,Bob,card,774143,cashier,61275.29,Customer224,02:36:14
225,6.89,1/3/23,Bob,check,559138,cashier,61275.29,Customer225,15:40:27
226,12.14,1/3/23,Bob,cash,365165,cashier,61275.29,Customer226,15:29:07
227,10.14,1/4/23,Bob,cash,651953,cashier,61275.29,Customer227,16:14:39
228,16.59,1/4/23,Brandon,check,139300,cashier,66810.4,Customer228,04:39:57
229,19.23,1/4/23,Bob,cash,799718,cashier,61275.29,Customer229,07:27:55
230,18.58,1/4/23,Sally,card,814936,cashier,68070.84,Customer230,00:16:50
231,8.41,1/4/23,Bob,cash,912806,cashier,61275.29,Customer231,14:10:06
232,17.61,1/4/23,Bob,card,936867,cashier,61275.29,Customer232,15:11:19
233,9.51,1/4/23,Sally,cash,194632,cashier,68070.84,Customer233,23:16:58
234,13.9,1/4/23,Suzy,check,927870,cashier,52967.96,Customer234,04:55:37
235,8.52,1/4/23,Bob,check,451436,cashier,61275.29,Customer235,00:31:00
236,13.65,1/4/23,Suzy,check,667079,cashier,52967.96,Customer236,07:28:02
237,24.12,1/4/23,Sally,check,412345,cashier,68070.84,Customer237,07:04:27
238,18.26,1/4/23,Brandon,check,921020,cashier,66810.4,Customer238,21:29:57
239,15.97,1/4/23,Brandon,cash,987101,cashier,66810.4,Customer239,14:37:11
240,8.78,1/4/23,Suzy,check,181961,cashier,52967.96,Customer240,04:38:03
241,10.51,1/4/23,Sally,cash,204312,cashier,68070.84,Customer241,00:56:11
242,12.4,1/4/23,Brandon,check,246379,cashier,66810.4,Customer242,01:25:46
243,15.69,1/4/23,Brandon,cash,667079,cashier,66810.4,Customer243,23:28:43
244,10.6,1/4/23,Brandon,card,120282,cashier,66810.4,Customer244,20:34:17
245,14.34,1/4/23,Suzy,cash,679123,cashier,52967.96,Customer245,08:31:15
246,21.44,1/4/23,Suzy,check,474697,cashier,52967.96,Customer246,22:40:48
247,11.35,1/4/23,Suzy,check,208641,cashier,52967.96,Customer247,01:54:55
248,11.43,1/4/23,Brandon,cash,308707,cashier,66810.4,Customer248,19:35:03
249,19.33,1/4/23,Suzy,check,211925,cashier,52967.96,Customer249,14:16:20
250,13.94,1/4/23,Bob,cash,960712,cashier,61275.29,Customer250,22:30:24
251,13.22,1/4/23,Bob,card,366734,cashier,61275.29,Customer251,17:45:11
252,13.24,1/4/23,Bob,check,403572,cashier,61275.29,Customer252,15:10:07
253,10.48,1/4/23,Sally,card,907017,cashier,68070.84,Customer253,11:02:39
254,10.44,1/4/23,Brandon,cash,471935,cashier,66810.4,Customer254,05:04:34
255,9.12,1/4/23,Sally,card,877884,cashier,68070.84,Customer255,03:45:58
256,10.36,1/4/23,Brandon,card,667079,cashier,66810.4,Customer256,11:11:10
257,6.82,1/4/23,Bob,card,591935,cashier,61275.29,Customer257,03:17:32
258,14.2,1/4/23,Bob,check,799718,cashier,61275.29,Customer258,14:04:45
259,13.7,1/4/23,Suzy,check,695975,cashier,52967.96,Customer259,21:06:32
260,7.7,1/4/23,Suzy,cash,818994,cashier,52967.96,Customer260,19:36:52
261,14.49,1/4/23,Brandon,card,246379,cashier,66810.4,Customer261,20:57:24
262,15.16,1/4/23,Bob,check,877884,cashier,61275.29,Customer262,18:00:26
263,15.91,1/4/23,Bob,cash,369221,cashier,61275.29,Customer263,12:36:02
264,14.77,1/4/23,Bob,check,912806,cashier,61275.29,Customer264,12:41:36
265,16.16,1/4/23,Bob,cash,851051,cashier,61275.29,Customer265,17:31:57
266,15.58,1/4/23,Brandon,card,897713,cashier,66810.4,Customer266,08:11:45
267,11.39,1/4/23,Bob,card,809424,cashier,61275.29,Customer267,00:52:47
268,8.23,1/4/23,Bob,cash,483127,cashier,61275.29,Customer268,17:18:07
269,13.21,1/4/23,Suzy,check,666205,cashier,52967.96,Customer269,00:38:37
270,9.69,1/4/23,Brandon,card,921020,cashier,66810.4,Customer270,02:49:27
271,15.73,1/4/23,Sally,card,891126,cashier,68070.84,Customer271,10:14:47
272,17.28,1/4/23,Bob,cash,881007,cashier,61275.29,Customer272,22:54:08
273,10.47,1/4/23,Brandon,cash,268260,cashier,66810.4,Customer273,13:00:27
274,11.94,1/4/23,Bob,card,682342,cashier,61275.29,Customer274,14:10:05
275,6.52,1/4/23,Brandon,check,365165,cashier,66810.4,Customer275,08:00:03
276,12.76,1/4/23,Suzy,check,483127,cashier,52967.96,Customer276,14:37:26
277,15.02,1/4/23,Suzy,card,587051,cashier,52967.96,Customer277,07:14:33
278,13.82,1/4/23,Bob,cash,607890,cashier,61275.29,Customer278,16:25:43
279,11.04,1/4/23,Bob,card,412345,cashier,61275.29,Customer279,13:59:09
280,15.79,1/4/23,Sally,check,268260,cashier,68070.84,Customer280,00:16:26
281,8.25,1/4/23,Brandon,cash,215460,cashier,66810.4,Customer281,23:46:29
282,14.87,1/4/23,Sally,check,153025,cashier,68070.84,Customer282,17:08:37
283,13.8,1/4/23,Brandon,check,583130,cashier,66810.4,Customer283,03:18:41
284,9.68,1/4/23,Suzy,card,610192,cashier,52967.96,Customer284,16:16:57
285,14.14,1/4/23,Brandon,cash,785552,cashier,66810.4,Customer285,00:18:14
286,9.46,1/4/23,Bob,check,444615,cashier,61275.29,Customer286,19:27:55
287,17.48,1/4/23,Brandon,check,679444,cashier,66810.4,Customer287,17:28:29
288,16.16,1/4/23,Bob,card,371350,cashier,61275.29,Customer288,16:25:02
289,15.12,1/4/23,Brandon,check,885042,cashier,66810.4,Customer289,16:15:47
290,19.92,1/4/23,Suzy,cash,943402,cashier,52967.96,Customer290,16:30:19
291,15.33,1/4/23,Brandon,card,194334,cashier,66810.4,Customer291,01:00:13
292,21.62,1/4/23,Brandon,card,290198,cashier,66810.4,Customer292,08:27:38
293,10.72,1/4/23,Brandon,check,331497,cashier,66810.4,Customer293,13:13:29
294,10.85,1/4/23,Brandon,cash,492908,cashier,66810.4,Customer294,09:53:32
295,14.67,1/4/23,Brandon,cash,877884,cashier,66810.4,Customer295,00:43:08
296,13.3,1/4/23,Sally,cash,841353,cashier,68070.84,Customer296,13:15:47
297,8.65,1/4/23,Suzy,check,356722,cashier,52967.96,Customer297,01:10:51
298,16.28,1/4/23,Suzy,card,544546,cashier,52967.96,Customer298,21:30:15
299,11.53,1/4/23,Suzy,check,301291,cashier,52967.96,Customer299,20:41:49
300,9.52,1/4/23,Suzy,cash,386006,cashier,52967.96,Customer300,03:00:32
301,11.57,1/4/23,Suzy,cash,147793,cashier,52967.96,Customer301,11:16:19
302,18.06,1/4/23,Suzy,cash,482608,cashier,52967.96,Customer302,14:30:15
303,17.8,1/4/23,Bob,cash,237381,cashier,61275.29,Customer303,01:13:07
304,9.45,1/4/23,Suzy,cash,284714,cashier,52967.96,Customer304,12:31:35
305,18.52,1/4/23,Sally,check,143224,cashier,68070.84,Customer305,06:21:02
306,10.88,1/4/23,Suzy,cash,237074,cashier,52967.96,Customer306,07:14:13
307,22.87,1/4/23,Suzy,check,403845,cashier,52967.96,Customer307,10:04:26
308,17.23,1/4/23,Suzy,check,492908,cashier,52967.96,Customer308,12:14:07
309,7.96,1/4/23,Sally,cash,267352,cashier,68070.84,Customer309,15:05:31
310,22.45,1/4/23,Sally,card,830899,cashier,68070.84,Customer310,04:39:43
311,10.49,1/4/23,Sally,card,508965,cashier,68070.84,Customer311,02:11:56
312,6.36,1/4/23,Suzy,cash,344412,cashier,52967.96,Customer312,23:47:39
313,12.54,1/4/23,Brandon,check,485193,cashier,66810.4,Customer313,22:52:56
314,8.02,1/4/23,Bob,card,611186,cashier,61275.29,Customer314,14:28:04
315,8.43,1/4/23,Brandon,cash,405247,cashier,66810.4,Customer315,14:44:02
316,10.11,1/4/23,Sally,check,830899,cashier,68070.84,Customer316,07:27:01
317,9.07,1/4/23,Brandon,cash,699939,cashier,66810.4,Customer317,22:51:24
318,10.91,1/4/23,Brandon,cash,591837,cashier,66810.4,Customer318,08:37:01
319,12.06,1/4/23,Sally,card,925147,cashier,68070.84,Customer319,22:51:04
320,12.35,1/4/23,Bob,cash,181961,cashier,61275.29,Customer320,11:00:02
321,9.19,1/4/23,Suzy,check,468525,cashier,52967.96,Customer321,02:23:00
322,16.46,1/4/23,Sally,card,371347,cashier,68070.84,Customer322,08:16:09
323,14.56,1/4/23,Sally,cash,645051,cashier,68070.84,Customer323,00:28:57
324,15.18,1/4/23,Sally,cash,471935,cashier,68070.84,Customer324,02:28:31
325,8.65,1/4/23,Sally,cash,975631,cashier,68070.84,Customer325,03:19:27
326,11.08,1/4/23,Bob,check,986362,cashier,61275.29,Customer326,04:53:22
327,18.89,1/4/23,Sally,check,645051,cashier,68070.84,Customer327,22:59:52
328,20.92,1/4/23,Bob,card,117567,cashier,61275.29,Customer328,05:29:58
329,11.92,1/4/23,Brandon,cash,103687,cashier,66810.4,Customer329,19:16:42
330,9.66,1/4/23,Suzy,check,133921,cashier,52967.96,Customer330,22:33:23
331,16.19,1/4/23,Brandon,card,666205,cashier,66810.4,Customer331,08:48:35
