Order ID,Order Total,Date,Cashier Name,Payment Method,Customer ID,Role,Cashier Salary
67377,9.12,2023-01-01,Suzy,cash,770827,cashier,52967.96
86575,8.09,2023-01-01,Suzy,check,142317,cashier,52967.96
73047,14.18,2023-01-01,Bob,card,393946,cashier,61275.29
25789,11.06,2023-01-01,Suzy,card,333589,cashier,52967.96
64859,16.66,2023-01-01,Sally,card,610680,cashier,68070.84
63444,12.03,2023-01-01,Brandon,check,204312,cashier,66810.4
34282,8.16,2023-01-01,Sally,cash,543143,cashier,68070.84
94352,9.91,2023-01-01,Suzy,card,268260,cashier,52967.96
40913,22.71,2023-01-01,Bob,cash,871602,cashier,61275.29
74310,10.49,2023-01-01,Bob,cash,830899,cashier,61275.29
98756,19.26,2023-01-01,Brandon,check,344412,cashier,66810.4
63993,12.21,2023-01-02,Sally,card,679638,cashier,68070.84
63086,12.7,2023-01-02,Bob,card,975631,cashier,61275.29
71812,20.16,2023-01-02,Brandon,check,333589,cashier,66810.4
60555,15.44,2023-01-02,Suzy,check,877397,cashier,52967.96
46905,19.53,2023-01-02,Suzy,check,610227,cashier,52967.96
35256,11.36,2023-01-02,Brandon,check,147793,cashier,66810.4
65962,8.92,2023-01-02,Sally,check,389353,cashier,68070.84
14504,10.25,2023-01-02,Brandon,card,454809,cashier,66810.4
77347,11.78,2023-01-02,Brandon,check,353149,cashier,66810.4
10330,7.32,2023-01-02,Brandon,check,374021,cashier,66810.4
92929,12.44,2023-01-02,Brandon,cash,559138,cashier,66810.4
55549,12.18,2023-01-02,Suzy,check,454797,cashier,52967.96
72432,23.79,2023-01-02,Sally,cash,692381,cashier,68070.84
87606,19.34,2023-01-02,Sally,card,482608,cashier,68070.84
31756,19.56,2023-01-02,Brandon,card,344412,cashier,66810.4
48685,7.19,2023-01-02,Brandon,cash,591837,cashier,66810.4
72267,16.06,2023-01-02,Brandon,cash,284714,cashier,66810.4
46485,9.07,2023-01-02,Sally,cash,692381,cashier,68070.84
76374,10.49,2023-01-02,Sally,card,738981,cashier,68070.84
37711,9.1,2023-01-02,Suzy,card,943974,cashier,52967.96
66081,9.71,2023-01-02,Sally,card,414720,cashier,68070.84
63348,12.65,2023-01-02,Brandon,card,208925,cashier,66810.4
97128,18.73,2023-01-02,Suzy,check,921020,cashier,52967.96
98677,11.23,2023-01-02,Suzy,check,646251,cashier,52967.96
21125,19.93,2023-01-02,Suzy,check,459203,cashier,52967.96
70804,6.94,2023-01-02,Sally,card,899988,cashier,68070.84
72215,7.98,2023-01-02,Sally,cash,760358,cashier,68070.84
68619,17.41,2023-01-02,Bob,cash,644434,cashier,61275.29
57499,18.25,2023-01-02,Sally,check,346466,cashier,68070.84
87111,7.92,2023-01-02,Suzy,check,405247,cashier,52967.96
89297,7.81,2023-01-02,Bob,card,268610,cashier,61275.29
36727,20.11,2023-01-02,Suzy,cash,301291,cashier,52967.96
89596,18.26,2023-01-02,Suzy,cash,166203,cashier,52967.96
71449,10.16,2023-01-02,Bob,check,993616,cashier,61275.29
12090,11.95,2023-01-02,Suzy,card,598120,cashier,52967.96
56871,12.53,2023-01-02,Suzy,card,699426,cashier,52967.96
98063,14.75,2023-01-02,Suzy,cash,194334,cashier,52967.96
91750,10.21,2023-01-02,Sally,check,983657,cashier,68070.84
91606,7.49,2023-01-02,Sally,cash,912303,cashier,68070.84
11598,6.53,2023-01-02,Bob,card,333589,cashier,61275.29
54562,9.43,2023-01-02,Brandon,card,841353,cashier,66810.4
46526,8.04,2023-01-02,Sally,card,223478,cashier,68070.84
63451,9.34,2023-01-02,Suzy,check,991734,cashier,52967.96
47594,9.42,2023-01-02,Suzy,cash,374021,cashier,52967.96
44779,18.82,2023-01-02,Suzy,card,610192,cashier,52967.96
33263,14.59,2023-01-02,Suzy,check,474911,cashier,52967.96
29147,11.94,2023-01-02,Suzy,cash,413071,cashier,52967.96
61084,19.68,2023-01-02,Brandon,check,608586,cashier,66810.4
56160,17.36,2023-01-02,Bob,card,710888,cashier,61275.29
91206,7.09,2023-01-02,Bob,check,339629,cashier,61275.29
45816,9.28,2023-01-02,Sally,check,472492,cashier,68070.84
80808,16.02,2023-01-02,Sally,cash,653388,cashier,68070.84
69025,18.33,2023-01-02,Suzy,cash,993616,cashier,52967.96
33077,10.58,2023-01-02,Bob,check,194334,cashier,61275.29
95833,10.11,2023-01-02,Bob,cash,500527,cashier,61275.29
46302,8.28,2023-01-02,Brandon,check,258634,cashier,66810.4
94964,11.66,2023-01-02,Sally,check,211925,cashier,68070.84
31319,11.06,2023-01-02,Brandon,cash,483127,cashier,66810.4
36832,10.05,2023-01-02,Suzy,cash,485193,cashier,52967.96
75338,23.25,2023-01-02,Sally,cash,344412,cashier,68070.84
47445,13.6,2023-01-02,Sally,cash,187323,cashier,68070.84
86585,14.79,2023-01-02,Suzy,card,474697,cashier,52967.96
13879,14.68,2023-01-02,Suzy,check,818994,cashier,52967.96
21565,12.84,2023-01-02,Sally,check,371347,cashier,68070.84
95348,17.06,2023-01-02,Bob,check,463225,cashier,61275.29
83059,15.43,2023-01-02,Sally,cash,785223,cashier,68070.84
43677,18.89,2023-01-02,Sally,check,194334,cashier,68070.84
44254,12.29,2023-01-02,Suzy,card,331497,cashier,52967.96
81735,15.18,2023-01-02,Brandon,card,461057,cashier,66810.4
30907,17.26,2023-01-02,Bob,card,728349,cashier,61275.29
45670,17.44,2023-01-02,Brandon,cash,746165,cashier,66810.4
32701,22.08,2023-01-02,Suzy,cash,480798,cashier,52967.96
59796,11.28,2023-01-02,Suzy,cash,755112,cashier,52967.96
59919,11.44,2023-01-02,Brandon,check,537205,cashier,66810.4
37146,12.68,2023-01-02,Suzy,card,192323,cashier,52967.96
45245,10.25,2023-01-02,Brandon,check,897713,cashier,66810.4
62233,15.07,2023-01-03,Sally,card,411282,cashier,68070.84
35301,10.78,2023-01-03,Bob,check,611479,cashier,61275.29
31083,20.97,2023-01-03,Bob,check,278950,cashier,61275.29
99027,23.94,2023-01-03,Suzy,card,432692,cashier,52967.96
86549,10.06,2023-01-03,Suzy,cash,405247,cashier,52967.96
28147,20.37,2023-01-03,Bob,cash,192323,cashier,61275.29
61720,7.94,2023-01-03,Brandon,cash,377495,cashier,66810.4
92273,11.26,2023-01-03,Bob,card,164992,cashier,61275.29
62109,12.3,2023-01-03,Suzy,cash,537205,cashier,52967.96
62227,8.66,2023-01-03,Sally,cash,268610,cashier,68070.84
21022,7.52,2023-01-03,Bob,card,301291,cashier,61275.29
88555,17.39,2023-01-03,Brandon,check,194632,cashier,66810.4
68165,13.85,2023-01-03,Suzy,check,268610,cashier,52967.96
29323,14.06,2023-01-03,Sally,card,721631,cashier,68070.84
54674,8.71,2023-01-03,Suzy,card,412405,cashier,52967.96
17407,9.67,2023-01-03,Brandon,check,772568,cashier,66810.4
42110,6.65,2023-01-03,Suzy,cash,517435,cashier,52967.96
63742,16.81,2023-01-03,Suzy,cash,981810,cashier,52967.96
17183,12.45,2023-01-03,Suzy,cash,462071,cashier,52967.96
75308,11.36,2023-01-03,Suzy,card,227060,cashier,52967.96
12465,8.28,2023-01-03,Sally,card,461057,cashier,68070.84
79748,10.66,2023-01-03,Bob,cash,301291,cashier,61275.29
35803,11.25,2023-01-03,Sally,card,286866,cashier,68070.84
39710,9.81,2023-01-03,Brandon,check,543143,cashier,66810.4
80720,9.53,2023-01-03,Suzy,card,805733,cashier,52967.96
74061,9.06,2023-01-03,Brandon,cash,208925,cashier,66810.4
50220,20.08,2023-01-03,Sally,card,785552,cashier,68070.84
94244,9.67,2023-01-03,Brandon,card,986362,cashier,66810.4
62662,11.82,2023-01-03,Sally,cash,644434,cashier,68070.84
95332,7.71,2023-01-03,Bob,check,611479,cashier,61275.29
24111,8.39,2023-01-03,Sally,cash,411228,cashier,68070.84
19102,7.59,2023-01-03,Brandon,cash,412405,cashier,66810.4
31741,8.03,2023-01-03,Bob,check,614344,cashier,61275.29
67117,15.07,2023-01-03,Bob,card,215460,cashier,61275.29
77295,7.73,2023-01-03,Brandon,card,825364,cashier,66810.4
87015,11.81,2023-01-03,Bob,cash,241364,cashier,61275.29
18145,7.64,2023-01-03,Bob,cash,877884,cashier,61275.29
45841,13.12,2023-01-03,Brandon,cash,278950,cashier,66810.4
78640,8.55,2023-01-03,Brandon,cash,790245,cashier,66810.4
18962,7.71,2023-01-03,Bob,cash,795487,cashier,61275.29
22655,8.65,2023-01-03,Brandon,cash,474911,cashier,66810.4
52538,20.33,2023-01-03,Suzy,card,890505,cashier,52967.96
88100,17.21,2023-01-03,Sally,check,349987,cashier,68070.84
21351,7.34,2023-01-03,Sally,check,754896,cashier,68070.84
87449,9.56,2023-01-03,Suzy,card,856840,cashier,52967.96
80938,9.61,2023-01-03,Sally,card,422172,cashier,68070.84
19799,20.22,2023-01-03,Bob,check,544546,cashier,61275.29
36062,7.63,2023-01-03,Sally,card,390409,cashier,68070.84
41444,17.46,2023-01-03,Sally,card,672580,cashier,68070.84
58340,19.41,2023-01-03,Suzy,cash,679123,cashier,52967.96
22193,18.11,2023-01-03,Brandon,check,356722,cashier,66810.4
67947,16.58,2023-01-03,Bob,card,508809,cashier,61275.29
13678,10.2,2023-01-03,Bob,cash,405247,cashier,61275.29
58789,18.57,2023-01-03,Brandon,card,434428,cashier,66810.4
96701,15.55,2023-01-03,Brandon,cash,111719,cashier,66810.4
65785,15.1,2023-01-03,Bob,cash,653388,cashier,61275.29
47924,20.58,2023-01-03,Suzy,cash,998853,cashier,52967.96
24243,8.25,2023-01-03,Brandon,card,194199,cashier,66810.4
87145,15.65,2023-01-03,Brandon,check,610680,cashier,66810.4
70044,18.43,2023-01-03,Brandon,check,598120,cashier,66810.4
65812,21.68,2023-01-03,Suzy,card,608586,cashier,52967.96
13509,16.6,2023-01-03,Bob,card,485193,cashier,61275.29
94640,9.77,2023-01-03,Brandon,cash,833750,cashier,66810.4
56323,8.98,2023-01-03,Bob,check,756011,cashier,61275.29
86390,15.69,2023-01-03,Suzy,check,194632,cashier,52967.96
98761,11.69,2023-01-03,Suzy,check,934607,cashier,52967.96
32106,16.16,2023-01-03,Bob,check,754896,cashier,61275.29
59822,10.26,2023-01-03,Suzy,cash,574095,cashier,52967.96
63129,6.98,2023-01-03,Brandon,cash,393946,cashier,66810.4
11960,13.38,2023-01-03,Sally,cash,166203,cashier,68070.84
90733,16.51,2023-01-03,Bob,card,772568,cashier,61275.29
53958,14.38,2023-01-03,Brandon,card,371350,cashier,66810.4
65400,18.29,2023-01-03,Brandon,check,194334,cashier,66810.4
17712,20.62,2023-01-03,Bob,card,492908,cashier,61275.29
73236,8.0,2023-01-03,Sally,card,856840,cashier,68070.84
42193,13.0,2023-01-03,Bob,card,474911,cashier,61275.29
56505,7.14,2023-01-03,Bob,cash,818994,cashier,61275.29
93486,16.0,2023-01-03,Bob,cash,608586,cashier,61275.29
86035,10.55,2023-01-03,Brandon,cash,871602,cashier,66810.4
19918,22.52,2023-01-03,Sally,check,785552,cashier,68070.84
35121,8.76,2023-01-03,Brandon,check,340398,cashier,66810.4
24030,15.86,2023-01-03,Bob,check,181961,cashier,61275.29
37894,12.16,2023-01-03,Suzy,card,559138,cashier,52967.96
57498,7.26,2023-01-03,Brandon,cash,675989,cashier,66810.4
68408,8.74,2023-01-03,Suzy,cash,975631,cashier,52967.96
54042,13.01,2023-01-03,Suzy,cash,591837,cashier,52967.96
50788,9.91,2023-01-03,Bob,card,774143,cashier,61275.29
91182,6.89,2023-01-03,Bob,check,559138,cashier,61275.29
33359,12.14,2023-01-03,Bob,cash,365165,cashier,61275.29
70901,10.14,2023-01-04,Bob,cash,651953,cashier,61275.29
50609,16.59,2023-01-04,Brandon,check,139300,cashier,66810.4
98578,19.23,2023-01-04,Bob,cash,799718,cashier,61275.29
80276,18.58,2023-01-04,Sally,card,814936,cashier,68070.84
52912,8.41,2023-01-04,Bob,cash,912806,cashier,61275.29
52834,17.61,2023-01-04,Bob,card,936867,cashier,61275.29
38481,9.51,2023-01-04,Sally,cash,194632,cashier,68070.84
44036,13.9,2023-01-04,Suzy,check,927870,cashier,52967.96
80142,8.52,2023-01-04,Bob,check,451436,cashier,61275.29
86141,13.65,2023-01-04,Suzy,check,667079,cashier,52967.96
56268,24.12,2023-01-04,Sally,check,412345,cashier,68070.84
35311,18.26,2023-01-04,Brandon,check,921020,cashier,66810.4
73503,15.97,2023-01-04,Brandon,cash,987101,cashier,66810.4
39212,8.78,2023-01-04,Suzy,check,181961,cashier,52967.96
32709,10.51,2023-01-04,Sally,cash,204312,cashier,68070.84
85321,12.4,2023-01-04,Brandon,check,246379,cashier,66810.4
92296,15.69,2023-01-04,Brandon,cash,667079,cashier,66810.4
36695,10.6,2023-01-04,Brandon,card,120282,cashier,66810.4
31671,14.34,2023-01-04,Suzy,cash,679123,cashier,52967.96
36411,21.44,2023-01-04,Suzy,check,474697,cashier,52967.96
73195,11.35,2023-01-04,Suzy,check,208641,cashier,52967.96
14188,11.43,2023-01-04,Brandon,cash,308707,cashier,66810.4
20016,19.33,2023-01-04,Suzy,check,211925,cashier,52967.96
25761,13.94,2023-01-04,Bob,cash,960712,cashier,61275.29
73810,13.22,2023-01-04,Bob,card,366734,cashier,61275.29
41181,13.24,2023-01-04,Bob,check,403572,cashier,61275.29
68482,10.48,2023-01-04,Sally,card,907017,cashier,68070.84
76293,10.44,2023-01-04,Brandon,cash,471935,cashier,66810.4
59699,9.12,2023-01-04,Sally,card,877884,cashier,68070.84
29837,10.36,2023-01-04,Brandon,card,667079,cashier,66810.4
79152,6.82,2023-01-04,Bob,card,591935,cashier,61275.29
71840,14.2,2023-01-04,Bob,check,799718,cashier,61275.29
95333,13.7,2023-01-04,Suzy,check,695975,cashier,52967.96
67955,7.7,2023-01-04,Suzy,cash,818994,cashier,52967.96
29076,14.49,2023-01-04,Brandon,card,246379,cashier,66810.4
43115,15.16,2023-01-04,Bob,check,877884,cashier,61275.29
13350,15.91,2023-01-04,Bob,cash,369221,cashier,61275.29
80121,14.77,2023-01-04,Bob,check,912806,cashier,61275.29
29909,16.16,2023-01-04,Bob,cash,851051,cashier,61275.29
98399,15.58,2023-01-04,Brandon,card,897713,cashier,66810.4
25386,11.39,2023-01-04,Bob,card,809424,cashier,61275.29
14675,8.23,2023-01-04,Bob,cash,483127,cashier,61275.29
70911,13.21,2023-01-04,Suzy,check,666205,cashier,52967.96
73354,9.69,2023-01-04,Brandon,card,921020,cashier,66810.4
48556,15.73,2023-01-04,Sally,card,891126,cashier,68070.84
96347,17.28,2023-01-04,Bob,cash,881007,cashier,61275.29
54096,10.47,2023-01-04,Brandon,cash,268260,cashier,66810.4
38949,11.94,2023-01-04,Bob,card,682342,cashier,61275.29
30682,6.52,2023-01-04,Brandon,check,365165,cashier,66810.4
84574,12.76,2023-01-04,Suzy,check,483127,cashier,52967.96
12079,15.02,2023-01-04,Suzy,card,587051,cashier,52967.96
59873,13.82,2023-01-04,Bob,cash,607890,cashier,61275.29
50319,11.04,2023-01-04,Bob,card,412345,cashier,61275.29
27750,15.79,2023-01-04,Sally,check,268260,cashier,68070.84
32946,8.25,2023-01-04,Brandon,cash,215460,cashier,66810.4
41718,14.87,2023-01-04,Sally,check,153025,cashier,68070.84
15560,13.8,2023-01-04,Brandon,check,583130,cashier,66810.4
64422,9.68,2023-01-04,Suzy,card,610192,cashier,52967.96
40502,14.14,2023-01-04,Brandon,cash,785552,cashier,66810.4
79425,9.46,2023-01-04,Bob,check,444615,cashier,61275.29
33253,17.48,2023-01-04,Brandon,check,679444,cashier,66810.4
60704,16.16,2023-01-04,Bob,card,371350,cashier,61275.29
31569,15.12,2023-01-04,Brandon,check,885042,cashier,66810.4
16801,19.92,2023-01-04,Suzy,cash,943402,cashier,52967.96
67606,15.33,2023-01-04,Brandon,card,194334,cashier,66810.4
98664,21.62,2023-01-04,Brandon,card,290198,cashier,66810.4
63598,10.72,2023-01-04,Brandon,check,331497,cashier,66810.4
62624,10.85,2023-01-04,Brandon,cash,492908,cashier,66810.4
55546,14.67,2023-01-04,Brandon,cash,877884,cashier,66810.4
82343,13.3,2023-01-04,Sally,cash,841353,cashier,68070.84
32151,8.65,2023-01-04,Suzy,check,356722,cashier,52967.96
12178,16.28,2023-01-04,Suzy,card,544546,cashier,52967.96
37002,11.53,2023-01-04,Suzy,check,301291,cashier,52967.96
41097,9.52,2023-01-04,Suzy,cash,386006,cashier,52967.96
25311,11.57,2023-01-04,Suzy,cash,147793,cashier,52967.96
79882,18.06,2023-01-04,Suzy,cash,482608,cashier,52967.96
86767,17.8,2023-01-04,Bob,cash,237381,cashier,61275.29
21932,9.45,2023-01-04,Suzy,cash,284714,cashier,52967.96
80982,18.52,2023-01-04,Sally,check,143224,cashier,68070.84
83053,10.88,2023-01-04,Suzy,cash,237074,cashier,52967.96
71025,22.87,2023-01-04,Suzy,check,403845,cashier,52967.96
15933,17.23,2023-01-04,Suzy,check,492908,cashier,52967.96
23636,7.96,2023-01-04,Sally,cash,267352,cashier,68070.84
86330,22.45,2023-01-04,Sally,card,830899,cashier,68070.84
91398,10.49,2023-01-04,Sally,card,508965,cashier,68070.84
39382,6.36,2023-01-04,Suzy,cash,344412,cashier,52967.96
58577,12.54,2023-01-04,Brandon,check,485193,cashier,66810.4
77488,8.02,2023-01-04,Bob,card,611186,cashier,61275.29
33363,8.43,2023-01-04,Brandon,cash,405247,cashier,66810.4
73633,10.11,2023-01-04,Sally,check,830899,cashier,68070.84
58203,9.07,2023-01-04,Brandon,cash,699939,cashier,66810.4
59459,10.91,2023-01-04,Brandon,cash,591837,cashier,66810.4
36630,12.06,2023-01-04,Sally,card,925147,cashier,68070.84
32433,12.35,2023-01-04,Bob,cash,181961,cashier,61275.29
76270,9.19,2023-01-04,Suzy,check,468525,cashier,52967.96
29094,16.46,2023-01-04,Sally,card,371347,cashier,68070.84
28091,14.56,2023-01-04,Sally,cash,645051,cashier,68070.84
54356,15.18,2023-01-04,Sally,cash,471935,cashier,68070.84
47270,8.65,2023-01-04,Sally,cash,975631,cashier,68070.84
77461,11.08,2023-01-04,Bob,check,986362,cashier,61275.29
57023,18.89,2023-01-04,Sally,check,645051,cashier,68070.84
95615,20.92,2023-01-04,Bob,card,117567,cashier,61275.29
10260,11.92,2023-01-04,Brandon,cash,103687,cashier,66810.4
53275,9.66,2023-01-04,Suzy,check,133921,cashier,52967.96
11060,16.19,2023-01-04,Brandon,card,666205,cashier,66810.4
64577,15.22,2023-01-04,Suzy,check,532853,cashier,52967.96
89825,9.24,2023-01-04,Sally,cash,308707,cashier,68070.84
95557,17.18,2023-01-04,Suzy,cash,682342,cashier,52967.96
84405,18.66,2023-01-04,Sally,card,422172,cashier,68070.84
54555,14.87,2023-01-04,Brandon,card,353149,cashier,66810.4
98784,16.49,2023-01-04,Brandon,cash,885042,cashier,66810.4
82146,18.49,2023-01-04,Brandon,cash,236144,cashier,66810.4
10310,10.89,2023-01-04,Suzy,check,646251,cashier,52967.96
60992,12.94,2023-01-04,Brandon,cash,299791,cashier,66810.4
92118,18.01,2023-01-04,Bob,card,139300,cashier,61275.29
77226,13.13,2023-01-04,Bob,check,836925,cashier,61275.29
72943,7.32,2023-01-04,Brandon,check,474697,cashier,66810.4
84086,13.35,2023-01-04,Bob,card,804188,cashier,61275.29
53596,5.77,2023-01-04,Suzy,cash,809424,cashier,52967.96
66196,11.43,2023-01-04,Sally,card,365165,cashier,68070.84
95460,6.0,2023-01-04,Suzy,check,925147,cashier,52967.96
85257,8.89,2023-01-04,Bob,card,871127,cashier,61275.29
89302,5.93,2023-01-05,Suzy,check,679123,cashier,52967.96
14717,12.21,2023-01-05,Brandon,card,591935,cashier,66810.4
20518,10.68,2023-01-05,Suzy,check,696448,cashier,52967.96
35330,11.49,2023-01-05,Bob,check,532853,cashier,61275.29
43796,18.17,2023-01-05,Suzy,cash,508809,cashier,52967.96
66250,18.93,2023-01-05,Bob,cash,142317,cashier,61275.29
43496,14.16,2023-01-05,Bob,cash,349150,cashier,61275.29
51082,15.54,2023-01-05,Bob,cash,666205,cashier,61275.29
40861,15.06,2023-01-05,Suzy,cash,885042,cashier,52967.96
22706,20.55,2023-01-05,Bob,cash,720631,cashier,61275.29
12933,10.01,2023-01-05,Suzy,check,833750,cashier,52967.96
85016,11.25,2023-01-05,Brandon,cash,308707,cashier,66810.4
28565,6.6,2023-01-05,Sally,check,403572,cashier,68070.84
82315,9.55,2023-01-05,Suzy,check,899988,cashier,52967.96
69979,17.17,2023-01-05,Brandon,card,921020,cashier,66810.4
64277,10.64,2023-01-05,Bob,check,377495,cashier,61275.29
44791,10.32,2023-01-05,Bob,check,747482,cashier,61275.29
11748,14.5,2023-01-05,Brandon,cash,197948,cashier,66810.4
13764,12.02,2023-01-05,Brandon,cash,907017,cashier,66810.4
51183,15.22,2023-01-05,Brandon,check,679638,cashier,66810.4
29896,6.61,2023-01-05,Sally,card,991734,cashier,68070.84
58914,15.39,2023-01-05,Brandon,cash,236144,cashier,66810.4
88302,9.15,2023-01-05,Bob,card,799718,cashier,61275.29
56157,10.75,2023-01-05,Brandon,check,532853,cashier,66810.4
79945,13.36,2023-01-05,Sally,cash,809424,cashier,68070.84
99321,9.87,2023-01-05,Bob,check,761977,cashier,61275.29
43330,16.19,2023-01-05,Bob,check,278950,cashier,61275.29
90848,14.48,2023-01-05,Brandon,cash,925147,cashier,66810.4
31340,12.07,2023-01-05,Bob,cash,543143,cashier,61275.29
78718,10.28,2023-01-05,Bob,cash,897713,cashier,61275.29
57091,15.29,2023-01-05,Suzy,card,425505,cashier,52967.96
77275,16.12,2023-01-05,Sally,check,905533,cashier,68070.84
11350,16.79,2023-01-05,Suzy,card,747482,cashier,52967.96
33403,9.58,2023-01-05,Sally,check,998853,cashier,68070.84
89086,12.94,2023-01-05,Sally,card,111719,cashier,68070.84
69151,9.83,2023-01-05,Bob,cash,270461,cashier,61275.29
72188,12.39,2023-01-05,Brandon,check,390409,cashier,66810.4
46595,9.41,2023-01-05,Suzy,cash,663715,cashier,52967.96
23679,6.63,2023-01-05,Bob,card,936764,cashier,61275.29
75290,18.16,2023-01-05,Suzy,card,227060,cashier,52967.96
18441,7.05,2023-01-05,Brandon,cash,756011,cashier,66810.4
99556,11.3,2023-01-05,Bob,check,877397,cashier,61275.29
17201,11.01,2023-01-05,Suzy,card,906214,cashier,52967.96
18773,22.94,2023-01-05,Suzy,check,756011,cashier,52967.96
31420,13.43,2023-01-05,Suzy,check,721631,cashier,52967.96
90654,8.81,2023-01-05,Brandon,check,896752,cashier,66810.4
11397,13.67,2023-01-05,Brandon,card,837509,cashier,66810.4
69984,11.18,2023-01-05,Sally,card,304184,cashier,68070.84
54814,21.84,2023-01-05,Brandon,cash,344412,cashier,66810.4
33462,6.82,2023-01-05,Sally,check,998853,cashier,68070.84
48196,18.12,2023-01-05,Suzy,cash,610192,cashier,52967.96
59468,14.39,2023-01-05,Suzy,check,362562,cashier,52967.96
85003,14.68,2023-01-05,Brandon,card,459203,cashier,66810.4
96286,9.91,2023-01-05,Bob,card,356722,cashier,61275.29
44750,18.38,2023-01-05,Bob,check,986362,cashier,61275.29
66693,17.71,2023-01-05,Sally,check,520660,cashier,68070.84
36623,8.33,2023-01-05,Sally,check,346466,cashier,68070.84
33809,22.32,2023-01-05,Brandon,check,720631,cashier,66810.4
77802,22.14,2023-01-05,Suzy,cash,117567,cashier,52967.96
34886,10.42,2023-01-05,Suzy,check,214273,cashier,52967.96
35140,12.61,2023-01-05,Brandon,card,192323,cashier,66810.4
64183,8.98,2023-01-05,Bob,card,105228,cashier,61275.29
34793,10.1,2023-01-05,Suzy,check,788078,cashier,52967.96
98469,21.98,2023-01-05,Sally,check,425276,cashier,68070.84
75283,8.64,2023-01-05,Suzy,cash,662732,cashier,52967.96
34275,8.6,2023-01-05,Brandon,cash,408812,cashier,66810.4
78874,9.83,2023-01-05,Bob,cash,679444,cashier,61275.29
89877,12.02,2023-01-05,Suzy,check,936764,cashier,52967.96
31912,17.98,2023-01-05,Sally,cash,969324,cashier,68070.84
28432,8.7,2023-01-05,Suzy,check,948492,cashier,52967.96
35689,16.26,2023-01-05,Bob,check,500527,cashier,61275.29
82581,22.95,2023-01-05,Bob,check,422172,cashier,61275.29
12828,13.01,2023-01-05,Brandon,cash,297484,cashier,66810.4
10273,15.13,2023-01-05,Suzy,check,699939,cashier,52967.96
51318,14.15,2023-01-05,Brandon,check,480947,cashier,66810.4
