Order ID,Order Total,Date,Cashier Name,Payment Method,Customer ID,Role,Cashier Salary,Customer Name
40913,22.71,1/1/2023,Bob,cash,871602,cashier,61275.29,Customer59
74310,10.49,1/1/2023,Bob,cash,830899,cashier,61275.29,Customer60
98756,19.26,1/1/2023,Brandon,check,344412,cashier,66810.4,Customer61
63993,12.21,1/2/2023,Sally,card,679638,cashier,68070.84,Customer62
63086,12.7,1/2/2023,Bob,card,975631,cashier,61275.29,Customer63
71812,20.16,1/2/2023,Brandon,check,333589,cashier,66810.4,Customer64
60555,15.44,1/2/2023,Suzy,check,877397,cashier,52967.96,Customer65
46905,19.53,1/2/2023,Suzy,check,610227,cashier,52967.96,Customer66
35256,11.36,1/2/2023,Brandon,check,147793,cashier,66810.4,Customer67
65962,8.92,1/2/2023,Sally,check,389353,cashier,68070.84,Customer68
14504,10.25,1/2/2023,Brandon,card,454809,cashier,66810.4,Customer69
77347,11.78,1/2/2023,Brandon,check,353149,cashier,66810.4,Customer70
10330,7.32,1/2/2023,Brandon,check,374021,cashier,66810.4,Customer71
92929,12.44,1/2/2023,Brandon,cash,559138,cashier,66810.4,Customer72
55549,12.18,1/2/2023,Suzy,check,454797,cashier,52967.96,Customer73
72432,23.79,1/2/2023,Sally,cash,692381,cashier,68070.84,Customer74
87606,19.34,1/2/2023,Sally,card,482608,cashier,68070.84,Customer75
31756,19.56,1/2/2023,Brandon,card,344412,cashier,66810.4,Customer76
48685,7.19,1/2/2023,Brandon,cash,591837,cashier,66810.4,Customer77
72267,16.06,1/2/2023,Brandon,cash,284714,cashier,66810.4,Customer78
46485,9.07,1/2/2023,Sally,cash,692381,cashier,68070.84,Customer79
76374,10.49,1/2/2023,Sally,card,738981,cashier,68070.84,Customer80
37711,9.1,1/2/2023,Suzy,card,943974,cashier,52967.96,Customer81
66081,9.71,1/2/2023,Sally,card,414720,cashier,68070.84,Customer82
63348,12.65,1/2/2023,Brandon,card,208925,cashier,66810.4,Customer83
97128,18.73,1/2/2023,Suzy,check,921020,cashier,52967.96,Customer84
98677,11.23,1/2/2023,Suzy,check,646251,cashier,52967.96,Customer85
21125,19.93,1/2/2023,Suzy,check,459203,cashier,52967.96,Customer86
70804,6.94,1/2/2023,Sally,card,899988,cashier,68070.84,Customer87
72215,7.98,1/2/2023,Sally,cash,760358,cashier,68070.84,Customer88
68619,17.41,1/2/2023,Bob,cash,644434,cashier,61275.29,Customer89
57499,18.25,1/2/2023,Sally,check,346466,cashier,68070.84,Customer90
87111,7.92,1/2/2023,Suzy,check,405247,cashier,52967.96,Customer91
89297,7.81,1/2/2023,Bob,card,268610,cashier,61275.29,Customer92
36727,20.11,1/2/2023,Suzy,cash,301291,cashier,52967.96,Customer93
89596,18.26,1/2/2023,Suzy,cash,166203,cashier,52967.96,Customer94
71449,10.16,1/2/2023,Bob,check,993616,cashier,61275.29,Customer95
12090,11.95,1/2/2023,Suzy,card,598120,cashier,52967.96,Customer96
56871,12.53,1/2/2023,Suzy,card,699426,cashier,52967.96,Customer97
98063,14.75,1/2/2023,Suzy,cash,194334,cashier,52967.96,Customer98
91750,10.21,1/2/2023,Sally,check,983657,cashier,68070.84,Customer99
91606,7.49,1/2/2023,Sally,cash,912303,cashier,68070.84,Customer100
11598,6.53,1/2/2023,Bob,card,333589,cashier,61275.29,Customer101
54562,9.43,1/2/2023,Brandon,card,841353,cashier,66810.4,Customer102
46526,8.04,1/2/2023,Sally,card,223478,cashier,68070.84,Customer103
63451,9.34,1/2/2023,Suzy,check,991734,cashier,52967.96,Customer104
47594,9.42,1/2/2023,Suzy,cash,374021,cashier,52967.96,Customer105
44779,18.82,1/2/2023,Suzy,card,610192,cashier,52967.96,Customer106
33263,14.59,1/2/2023,Suzy,check,474911,cashier,52967.96,Customer107
29147,11.94,1/2/2023,Suzy,cash,413071,cashier,52967.96,Customer108
61084,19.68,1/2/2023,Brandon,check,608586,cashier,66810.4,Customer109
56160,17.36,1/2/2023,Bob,card,710888,cashier,61275.29,Customer110
91206,7.09,1/2/2023,Bob,check,339629,cashier,61275.29,Customer111
45816,9.28,1/2/2023,Sally,check,472492,cashier,68070.84,Customer112
80808,16.02,1/2/2023,Sally,cash,653388,cashier,68070.84,Customer113
69025,18.33,1/2/2023,Suzy,cash,993616,cashier,52967.96,Customer114
33077,10.58,1/2/2023,Bob,check,194334,cashier,61275.29,Customer115
95833,10.11,1/2/2023,Bob,cash,500527,cashier,61275.29,Customer116
46302,8.28,1/2/2023,Brandon,check,258634,cashier,66810.4,Customer117
94964,11.66,1/2/2023,Sally,check,211925,cashier,68070.84,Customer118
31319,11.06,1/2/2023,Brandon,cash,483127,cashier,66810.4,Customer119
36832,10.05,1/2/2023,Suzy,cash,485193,cashier,52967.96,Customer120
75338,23.25,1/2/2023,Sally,cash,344412,cashier,68070.84,Customer121
47445,13.6,1/2/2023,Sally,cash,187323,cashier,68070.84,Customer122
86585,14.79,1/2/2023,Suzy,card,474697,cashier,52967.96,Customer123
13879,14.68,1/2/2023,Suzy,check,818994,cashier,52967.96,Customer124
21565,12.84,1/2/2023,Sally,check,371347,cashier,68070.84,Customer125
95348,17.06,1/2/2023,Bob,check,463225,cashier,61275.29,Customer126
83059,15.43,1/2/2023,Sally,cash,785223,cashier,68070.84,Customer127
43677,18.89,1/2/2023,Sally,check,194334,cashier,68070.84,Customer128
44254,12.29,1/2/2023,Suzy,card,331497,cashier,52967.96,Customer129
81735,15.18,1/2/2023,Brandon,card,461057,cashier,66810.4,Customer130
30907,17.26,1/2/2023,Bob,card,728349,cashier,61275.29,Customer131
45670,17.44,1/2/2023,Brandon,cash,746165,cashier,66810.4,Customer132
32701,22.08,1/2/2023,Suzy,cash,480798,cashier,52967.96,Customer133
59796,11.28,1/2/2023,Suzy,cash,755112,cashier,52967.96,Customer134
59919,11.44,1/2/2023,Brandon,check,537205,cashier,66810.4,Customer135
37146,12.68,1/2/2023,Suzy,card,192323,cashier,52967.96,Customer136
45245,10.25,1/2/2023,Brandon,check,897713,cashier,66810.4,Customer137
62233,15.07,1/3/2023,Sally,card,411282,cashier,68070.84,Customer138
35301,10.78,1/3/2023,Bob,check,611479,cashier,61275.29,Customer139
31083,20.97,1/3/2023,Bob,check,278950,cashier,61275.29,Customer140
99027,23.94,1/3/2023,Suzy,card,432692,cashier,52967.96,Customer141
86549,10.06,1/3/2023,Suzy,cash,405247,cashier,52967.96,Customer142
28147,20.37,1/3/2023,Bob,cash,192323,cashier,61275.29,Customer143
61720,7.94,1/3/2023,Brandon,cash,377495,cashier,66810.4,Customer144
92273,11.26,1/3/2023,Bob,card,164992,cashier,61275.29,Customer145
62109,12.3,1/3/2023,Suzy,cash,537205,cashier,52967.96,Customer146
62227,8.66,1/3/2023,Sally,cash,268610,cashier,68070.84,Customer147
21022,7.52,1/3/2023,Bob,card,301291,cashier,61275.29,Customer148
88555,17.39,1/3/2023,Brandon,check,194632,cashier,66810.4,Customer149
68165,13.85,1/3/2023,Suzy,check,268610,cashier,52967.96,Customer150
29323,14.06,1/3/2023,Sally,card,721631,cashier,68070.84,Customer151
54674,8.71,1/3/2023,Suzy,card,412405,cashier,52967.96,Customer152
17407,9.67,1/3/2023,Brandon,check,772568,cashier,66810.4,Customer153
42110,6.65,1/3/2023,Suzy,cash,517435,cashier,52967.96,Customer154
63742,16.81,1/3/2023,Suzy,cash,981810,cashier,52967.96,Customer155
17183,12.45,1/3/2023,Suzy,cash,462071,cashier,52967.96,Customer156
75308,11.36,1/3/2023,Suzy,card,227060,cashier,52967.96,Customer157
12465,8.28,1/3/2023,Sally,card,461057,cashier,68070.84,Customer158
79748,10.66,1/3/2023,Bob,cash,301291,cashier,61275.29,Customer159
35803,11.25,1/3/2023,Sally,card,286866,cashier,68070.84,Customer160
39710,9.81,1/3/2023,Brandon,check,543143,cashier,66810.4,Customer161
80720,9.53,1/3/2023,Suzy,card,805733,cashier,52967.96,Customer162
74061,9.06,1/3/2023,Brandon,cash,208925,cashier,66810.4,Customer163
50220,20.08,1/3/2023,Sally,card,785552,cashier,68070.84,Customer164
94244,9.67,1/3/2023,Brandon,card,986362,cashier,66810.4,Customer165
62662,11.82,1/3/2023,Sally,cash,644434,cashier,68070.84,Customer166
95332,7.71,1/3/2023,Bob,check,611479,cashier,61275.29,Customer167
24111,8.39,1/3/2023,Sally,cash,411228,cashier,68070.84,Customer168
19102,7.59,1/3/2023,Brandon,cash,412405,cashier,66810.4,Customer169
31741,8.03,1/3/2023,Bob,check,614344,cashier,61275.29,Customer170
67117,15.07,1/3/2023,Bob,card,215460,cashier,61275.29,Customer171
77295,7.73,1/3/2023,Brandon,card,825364,cashier,66810.4,Customer172
87015,11.81,1/3/2023,Bob,cash,241364,cashier,61275.29,Customer173
18145,7.64,1/3/2023,Bob,cash,877884,cashier,61275.29,Customer174
45841,13.12,1/3/2023,Brandon,cash,278950,cashier,66810.4,Customer175
78640,8.55,1/3/2023,Brandon,cash,790245,cashier,66810.4,Customer176
18962,7.71,1/3/2023,Bob,cash,795487,cashier,61275.29,Customer177
22655,8.65,1/3/2023,Brandon,cash,474911,cashier,66810.4,Customer178
52538,20.33,1/3/2023,Suzy,card,890505,cashier,52967.96,Customer179
88100,17.21,1/3/2023,Sally,check,349987,cashier,68070.84,Customer180
21351,7.34,1/3/2023,Sally,check,754896,cashier,68070.84,Customer181
87449,9.56,1/3/2023,Suzy,card,856840,cashier,52967.96,Customer182
80938,9.61,1/3/2023,Sally,card,422172,cashier,68070.84,Customer183
19799,20.22,1/3/2023,Bob,check,544546,cashier,61275.29,Customer184
36062,7.63,1/3/2023,Sally,card,390409,cashier,68070.84,Customer185
41444,17.46,1/3/2023,Sally,card,672580,cashier,68070.84,Customer186
58340,19.41,1/3/2023,Suzy,cash,679123,cashier,52967.96,Customer187
22193,18.11,1/3/2023,Brandon,check,356722,cashier,66810.4,Customer188
67947,16.58,1/3/2023,Bob,card,508809,cashier,61275.29,Customer189
13678,10.2,1/3/2023,Bob,cash,405247,cashier,61275.29,Customer190
58789,18.57,1/3/2023,Brandon,card,434428,cashier,66810.4,Customer191
96701,15.55,1/3/2023,Brandon,cash,111719,cashier,66810.4,Customer192
65785,15.1,1/3/2023,Bob,cash,653388,cashier,61275.29,Customer193
47924,20.58,1/3/2023,Suzy,cash,998853,cashier,52967.96,Customer194
24243,8.25,1/3/2023,Brandon,card,194199,cashier,66810.4,Customer195
87145,15.65,1/3/2023,Brandon,check,610680,cashier,66810.4,Customer196
70044,18.43,1/3/2023,Brandon,check,598120,cashier,66810.4,Customer197
65812,21.68,1/3/2023,Suzy,card,608586,cashier,52967.96,Customer198
13509,16.6,1/3/2023,Bob,card,485193,cashier,61275.29,Customer199
94640,9.77,1/3/2023,Brandon,cash,833750,cashier,66810.4,Customer200
56323,8.98,1/3/2023,Bob,check,756011,cashier,61275.29,Customer201
86390,15.69,1/3/2023,Suzy,check,194632,cashier,52967.96,Customer202
98761,11.69,1/3/2023,Suzy,check,934607,cashier,52967.96,Customer203
32106,16.16,1/3/2023,Bob,check,754896,cashier,61275.29,Customer204
59822,10.26,1/3/2023,Suzy,cash,574095,cashier,52967.96,Customer205
63129,6.98,1/3/2023,Brandon,cash,393946,cashier,66810.4,Customer206
11960,13.38,1/3/2023,Sally,cash,166203,cashier,68070.84,Customer207
90733,16.51,1/3/2023,Bob,card,772568,cashier,61275.29,Customer208
53958,14.38,1/3/2023,Brandon,card,371350,cashier,66810.4,Customer209
65400,18.29,1/3/2023,Brandon,check,194334,cashier,66810.4,Customer210
17712,20.62,1/3/2023,Bob,card,492908,cashier,61275.29,Customer211
73236,8,1/3/2023,Sally,card,856840,cashier,68070.84,Customer212
42193,13,1/3/2023,Bob,card,474911,cashier,61275.29,Customer213
56505,7.14,1/3/2023,Bob,cash,818994,cashier,61275.29,Customer214
93486,16,1/3/2023,Bob,cash,608586,cashier,61275.29,Customer215
86035,10.55,1/3/2023,Brandon,cash,871602,cashier,66810.4,Customer216
19918,22.52,1/3/2023,Sally,check,785552,cashier,68070.84,Customer217
35121,8.76,1/3/2023,Brandon,check,340398,cashier,66810.4,Customer218
24030,15.86,1/3/2023,Bob,check,181961,cashier,61275.29,Customer219
37894,12.16,1/3/2023,Suzy,card,559138,cashier,52967.96,Customer220
57498,7.26,1/3/2023,Brandon,cash,675989,cashier,66810.4,Customer221
68408,8.74,1/3/2023,Suzy,cash,975631,cashier,52967.96,Customer222
54042,13.01,1/3/2023,Suzy,cash,591837,cashier,52967.96,Customer223
50788,9.91,1/3/2023,Bob,card,774143,cashier,61275.29,Customer224
91182,6.89,1/3/2023,Bob,check,559138,cashier,61275.29,Customer225
33359,12.14,1/3/2023,Bob,cash,365165,cashier,61275.29,Customer226
70901,10.14,1/4/2023,Bob,cash,651953,cashier,61275.29,Customer227
50609,16.59,1/4/2023,Brandon,check,139300,cashier,66810.4,Customer228
98578,19.23,1/4/2023,Bob,cash,799718,cashier,61275.29,Customer229
80276,18.58,1/4/2023,Sally,card,814936,cashier,68070.84,Customer230
52912,8.41,1/4/2023,Bob,cash,912806,cashier,61275.29,Customer231
52834,17.61,1/4/2023,Bob,card,936867,cashier,61275.29,Customer232
38481,9.51,1/4/2023,Sally,cash,194632,cashier,68070.84,Customer233
44036,13.9,1/4/2023,Suzy,check,927870,cashier,52967.96,Customer234
80142,8.52,1/4/2023,Bob,check,451436,cashier,61275.29,Customer235
86141,13.65,1/4/2023,Suzy,check,667079,cashier,52967.96,Customer236
56268,24.12,1/4/2023,Sally,check,412345,cashier,68070.84,Customer237
35311,18.26,1/4/2023,Brandon,check,921020,cashier,66810.4,Customer238
73503,15.97,1/4/2023,Brandon,cash,987101,cashier,66810.4,Customer239
39212,8.78,1/4/2023,Suzy,check,181961,cashier,52967.96,Customer240
32709,10.51,1/4/2023,Sally,cash,204312,cashier,68070.84,Customer241
85321,12.4,1/4/2023,Brandon,check,246379,cashier,66810.4,Customer242
92296,15.69,1/4/2023,Brandon,cash,667079,cashier,66810.4,Customer243
36695,10.6,1/4/2023,Brandon,card,120282,cashier,66810.4,Customer244
31671,14.34,1/4/2023,Suzy,cash,679123,cashier,52967.96,Customer245
36411,21.44,1/4/2023,Suzy,check,474697,cashier,52967.96,Customer246
73195,11.35,1/4/2023,Suzy,check,208641,cashier,52967.96,Customer247
14188,11.43,1/4/2023,Brandon,cash,308707,cashier,66810.4,Customer248
20016,19.33,1/4/2023,Suzy,check,211925,cashier,52967.96,Customer249
25761,13.94,1/4/2023,Bob,cash,960712,cashier,61275.29,Customer250
73810,13.22,1/4/2023,Bob,card,366734,cashier,61275.29,Customer251
41181,13.24,1/4/2023,Bob,check,403572,cashier,61275.29,Customer252
68482,10.48,1/4/2023,Sally,card,907017,cashier,68070.84,Customer253
76293,10.44,1/4/2023,Brandon,cash,471935,cashier,66810.4,Customer254
59699,9.12,1/4/2023,Sally,card,877884,cashier,68070.84,Customer255
29837,10.36,1/4/2023,Brandon,card,667079,cashier,66810.4,Customer256
79152,6.82,1/4/2023,Bob,card,591935,cashier,61275.29,Customer257
71840,14.2,1/4/2023,Bob,check,799718,cashier,61275.29,Customer258
95333,13.7,1/4/2023,Suzy,check,695975,cashier,52967.96,Customer259
67955,7.7,1/4/2023,Suzy,cash,818994,cashier,52967.96,Customer260
29076,14.49,1/4/2023,Brandon,card,246379,cashier,66810.4,Customer261
43115,15.16,1/4/2023,Bob,check,877884,cashier,61275.29,Customer262
13350,15.91,1/4/2023,Bob,cash,369221,cashier,61275.29,Customer263
80121,14.77,1/4/2023,Bob,check,912806,cashier,61275.29,Customer264
29909,16.16,1/4/2023,Bob,cash,851051,cashier,61275.29,Customer265
98399,15.58,1/4/2023,Brandon,card,897713,cashier,66810.4,Customer266
25386,11.39,1/4/2023,Bob,card,809424,cashier,61275.29,Customer267
14675,8.23,1/4/2023,Bob,cash,483127,cashier,61275.29,Customer268
70911,13.21,1/4/2023,Suzy,check,666205,cashier,52967.96,Customer269
73354,9.69,1/4/2023,Brandon,card,921020,cashier,66810.4,Customer270
48556,15.73,1/4/2023,Sally,card,891126,cashier,68070.84,Customer271
96347,17.28,1/4/2023,Bob,cash,881007,cashier,61275.29,Customer272
54096,10.47,1/4/2023,Brandon,cash,268260,cashier,66810.4,Customer273
38949,11.94,1/4/2023,Bob,card,682342,cashier,61275.29,Customer274
30682,6.52,1/4/2023,Brandon,check,365165,cashier,66810.4,Customer275
84574,12.76,1/4/2023,Suzy,check,483127,cashier,52967.96,Customer276
12079,15.02,1/4/2023,Suzy,card,587051,cashier,52967.96,Customer277
59873,13.82,1/4/2023,Bob,cash,607890,cashier,61275.29,Customer278
50319,11.04,1/4/2023,Bob,card,412345,cashier,61275.29,Customer279
27750,15.79,1/4/2023,Sally,check,268260,cashier,68070.84,Customer280
32946,8.25,1/4/2023,Brandon,cash,215460,cashier,66810.4,Customer281
41718,14.87,1/4/2023,Sally,check,153025,cashier,68070.84,Customer282
15560,13.8,1/4/2023,Brandon,check,583130,cashier,66810.4,Customer283
64422,9.68,1/4/2023,Suzy,card,610192,cashier,52967.96,Customer284
40502,14.14,1/4/2023,Brandon,cash,785552,cashier,66810.4,Customer285
79425,9.46,1/4/2023,Bob,check,444615,cashier,61275.29,Customer286
33253,17.48,1/4/2023,Brandon,check,679444,cashier,66810.4,Customer287
60704,16.16,1/4/2023,Bob,card,371350,cashier,61275.29,Customer288
31569,15.12,1/4/2023,Brandon,check,885042,cashier,66810.4,Customer289
16801,19.92,1/4/2023,Suzy,cash,943402,cashier,52967.96,Customer290
67606,15.33,1/4/2023,Brandon,card,194334,cashier,66810.4,Customer291
98664,21.62,1/4/2023,Brandon,card,290198,cashier,66810.4,Customer292
63598,10.72,1/4/2023,Brandon,check,331497,cashier,66810.4,Customer293
62624,10.85,1/4/2023,Brandon,cash,492908,cashier,66810.4,Customer294
55546,14.67,1/4/2023,Brandon,cash,877884,cashier,66810.4,Customer295
82343,13.3,1/4/2023,Sally,cash,841353,cashier,68070.84,Customer296
32151,8.65,1/4/2023,Suzy,check,356722,cashier,52967.96,Customer297
12178,16.28,1/4/2023,Suzy,card,544546,cashier,52967.96,Customer298
37002,11.53,1/4/2023,Suzy,check,301291,cashier,52967.96,Customer299
41097,9.52,1/4/2023,Suzy,cash,386006,cashier,52967.96,Customer300
25311,11.57,1/4/2023,Suzy,cash,147793,cashier,52967.96,Customer301
79882,18.06,1/4/2023,Suzy,cash,482608,cashier,52967.96,Customer302
86767,17.8,1/4/2023,Bob,cash,237381,cashier,61275.29,Customer303
21932,9.45,1/4/2023,Suzy,cash,284714,cashier,52967.96,Customer304
80982,18.52,1/4/2023,Sally,check,143224,cashier,68070.84,Customer305
83053,10.88,1/4/2023,Suzy,cash,237074,cashier,52967.96,Customer306
71025,22.87,1/4/2023,Suzy,check,403845,cashier,52967.96,Customer307
15933,17.23,1/4/2023,Suzy,check,492908,cashier,52967.96,Customer308
23636,7.96,1/4/2023,Sally,cash,267352,cashier,68070.84,Customer309
86330,22.45,1/4/2023,Sally,card,830899,cashier,68070.84,Customer310
91398,10.49,1/4/2023,Sally,card,508965,cashier,68070.84,Customer311
39382,6.36,1/4/2023,Suzy,cash,344412,cashier,52967.96,Customer312
58577,12.54,1/4/2023,Brandon,check,485193,cashier,66810.4,Customer313
77488,8.02,1/4/2023,Bob,card,611186,cashier,61275.29,Customer314
33363,8.43,1/4/2023,Brandon,cash,405247,cashier,66810.4,Customer315
73633,10.11,1/4/2023,Sally,check,830899,cashier,68070.84,Customer316
58203,9.07,1/4/2023,Brandon,cash,699939,cashier,66810.4,Customer317
59459,10.91,1/4/2023,Brandon,cash,591837,cashier,66810.4,Customer318
36630,12.06,1/4/2023,Sally,card,925147,cashier,68070.84,Customer319
32433,12.35,1/4/2023,Bob,cash,181961,cashier,61275.29,Customer320
76270,9.19,1/4/2023,Suzy,check,468525,cashier,52967.96,Customer321
29094,16.46,1/4/2023,Sally,card,371347,cashier,68070.84,Customer322
28091,14.56,1/4/2023,Sally,cash,645051,cashier,68070.84,Customer323
54356,15.18,1/4/2023,Sally,cash,471935,cashier,68070.84,Customer324
47270,8.65,1/4/2023,Sally,cash,975631,cashier,68070.84,Customer325
77461,11.08,1/4/2023,Bob,check,986362,cashier,61275.29,Customer326
57023,18.89,1/4/2023,Sally,check,645051,cashier,68070.84,Customer327
95615,20.92,1/4/2023,Bob,card,117567,cashier,61275.29,Customer328
10260,11.92,1/4/2023,Brandon,cash,103687,cashier,66810.4,Customer329
53275,9.66,1/4/2023,Suzy,check,133921,cashier,52967.96,Customer330
11060,16.19,1/4/2023,Brandon,card,666205,cashier,66810.4,Customer331
64577,15.22,1/4/2023,Suzy,check,532853,cashier,52967.96,Customer332
89825,9.24,1/4/2023,Sally,cash,308707,cashier,68070.84,Customer333
95557,17.18,1/4/2023,Suzy,cash,682342,cashier,52967.96,Customer334
84405,18.66,1/4/2023,Sally,card,422172,cashier,68070.84,Customer335
54555,14.87,1/4/2023,Brandon,card,353149,cashier,66810.4,Customer336
98784,16.49,1/4/2023,Brandon,cash,885042,cashier,66810.4,Customer337
82146,18.49,1/4/2023,Brandon,cash,236144,cashier,66810.4,Customer338
10310,10.89,1/4/2023,Suzy,check,646251,cashier,52967.96,Customer339
60992,12.94,1/4/2023,Brandon,cash,299791,cashier,66810.4,Customer340
92118,18.01,1/4/2023,Bob,card,139300,cashier,61275.29,Customer341
77226,13.13,1/4/2023,Bob,check,836925,cashier,61275.29,Customer342
72943,7.32,1/4/2023,Brandon,check,474697,cashier,66810.4,Customer343
84086,13.35,1/4/2023,Bob,card,804188,cashier,61275.29,Customer344
53596,5.77,1/4/2023,Suzy,cash,809424,cashier,52967.96,Customer345
66196,11.43,1/4/2023,Sally,card,365165,cashier,68070.84,Customer346
95460,6,1/4/2023,Suzy,check,925147,cashier,52967.96,Customer347
85257,8.89,1/4/2023,Bob,card,871127,cashier,61275.29,Customer348
89302,5.93,1/5/2023,Suzy,check,679123,cashier,52967.96,Customer349
14717,12.21,1/5/2023,Brandon,card,591935,cashier,66810.4,Customer350
20518,10.68,1/5/2023,Suzy,check,696448,cashier,52967.96,Customer351
35330,11.49,1/5/2023,Bob,check,532853,cashier,61275.29,Customer352
43796,18.17,1/5/2023,Suzy,cash,508809,cashier,52967.96,Customer353
66250,18.93,1/5/2023,Bob,cash,142317,cashier,61275.29,Customer354
43496,14.16,1/5/2023,Bob,cash,349150,cashier,61275.29,Customer355
51082,15.54,1/5/2023,Bob,cash,666205,cashier,61275.29,Customer356
40861,15.06,1/5/2023,Suzy,cash,885042,cashier,52967.96,Customer357
22706,20.55,1/5/2023,Bob,cash,720631,cashier,61275.29,Customer358
12933,10.01,1/5/2023,Suzy,check,833750,cashier,52967.96,Customer359
85016,11.25,1/5/2023,Brandon,cash,308707,cashier,66810.4,Customer360
28565,6.6,1/5/2023,Sally,check,403572,cashier,68070.84,Customer361
82315,9.55,1/5/2023,Suzy,check,899988,cashier,52967.96,Customer362
69979,17.17,1/5/2023,Brandon,card,921020,cashier,66810.4,Customer363
64277,10.64,1/5/2023,Bob,check,377495,cashier,61275.29,Customer364
44791,10.32,1/5/2023,Bob,check,747482,cashier,61275.29,Customer365
11748,14.5,1/5/2023,Brandon,cash,197948,cashier,66810.4,Customer366
13764,12.02,1/5/2023,Brandon,cash,907017,cashier,66810.4,Customer367
